edge_id,roi_i_107space,roi_j_107space,n_subjects,mean_delta_str,median_delta_str,sd_delta_str,t_obs,parametric_t_p_two_sided_reference,n_positive_subjects,n_negative_subjects,n_zero_subjects,cohen_dz,p_perm_t_two_sided,p_perm_t_greater_reference,p_perm_t_FWER_maxT_reference,p_perm_mean_two_sided_reference,q_BH_FDR_t_two_sided,q_BH_FDR_mean_two_sided_reference,FDR05_significant_t,FDR10_significant_t,positive_mean_delta,negative_mean_delta,FDR05_significant_positive_t,FDR05_significant_negative_t,roi_i_roi_label,roi_i_region_label,roi_j_roi_label,roi_j_region_label,bootstrap_CI_low_top_edges_only,bootstrap_CI_high_top_edges_only
060__101,60,101,13,0.096234404,0.120807042,0.092723979,3.742053363,0.002811417,11,2,0,1.037858867,0.004394531,0.002197266,0.947998047,0.004394531,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_060,ROI_060,ROI_101,ROI_101,0.04644475,0.144207754
009__095,9,95,13,0.089564394,0.106946524,0.087651616,3.68423345,0.003124543,10,3,0,1.021822509,0.004394531,0.002197266,0.961669922,0.004394531,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_009,ROI_009,ROI_095,ROI_095,0.043742173,0.135418395
018__095,18,95,13,0.084939611,0.088450317,0.088559447,3.458175615,0.004733055,10,3,0,0.959125346,0.004394531,0.002197266,0.988037109,0.004394531,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_018,ROI_018,ROI_095,ROI_095,0.040215875,0.131300296
014__048,14,48,13,0.083814722,0.087138342,0.086582655,3.490286571,0.00446099,11,2,0,0.968031323,0.004394531,0.002197266,0.985351563,0.004394531,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_014,ROI_014,ROI_048,ROI_048,0.039262278,0.12913536
059__067,59,67,13,0.082412754,0.071713882,0.084373011,3.521782729,0.004209594,10,3,0,0.976766785,0.004394531,0.002197266,0.983154297,0.004394531,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_059,ROI_059,ROI_067,ROI_067,0.038564459,0.127183185
062__075,62,75,13,0.079745636,0.076844932,0.084148382,3.416904426,0.00510769,11,2,0,0.947678778,0.004394531,0.002197266,0.990234375,0.004394531,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_062,ROI_062,ROI_075,ROI_075,0.036628447,0.124676481
025__080,25,80,13,0.0783928,0.085404459,0.084533747,3.343626313,0.005848717,10,3,0,0.927355086,0.004394531,0.002197266,0.993408203,0.004394531,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_025,ROI_025,ROI_080,ROI_080,0.036247713,0.124006946
007__013,7,13,13,0.077230649,0.087473115,0.071893265,3.873228791,0.002214884,11,2,0,1.074240385,0.004394531,0.002197266,0.915771484,0.004394531,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_007,ROI_007,ROI_013,ROI_013,0.039255623,0.114411974
013__083,13,83,13,0.075180903,0.049582622,0.093312678,2.904949318,0.01320437,11,2,0,0.805687978,0.004394531,0.002197266,1,0.004394531,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_013,ROI_013,ROI_083,ROI_083,0.03067983,0.12688836
058__063,58,63,13,0.072116439,0.055865934,0.081276334,3.199203333,0.007643832,12,1,0,0.887299358,0.004394531,0.002197266,0.998046875,0.004394531,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_058,ROI_058,ROI_063,ROI_063,0.032077304,0.115562669
013__038,13,38,13,0.072046586,0.073967287,0.069512113,3.737012841,0.002837386,10,3,0,1.036460878,0.004394531,0.002197266,0.94921875,0.004394531,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_013,ROI_013,ROI_038,ROI_038,0.035489553,0.108209358
010__080,10,80,13,0.070493053,0.084659916,0.070983569,3.580635913,0.003777855,11,2,0,0.993089722,0.004394531,0.002197266,0.976318359,0.004394531,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_010,ROI_010,ROI_080,ROI_080,0.033791207,0.108058981
053__058,53,58,13,0.069005936,0.061069812,0.07771034,3.201690271,0.007608635,10,3,0,0.887989111,0.004394531,0.002197266,0.998046875,0.004394531,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_053,ROI_053,ROI_058,ROI_058,0.030968792,0.111641841
014__026,14,26,13,0.068950066,0.065682242,0.066472949,3.739912248,0.002822418,11,2,0,1.037265029,0.004394531,0.002197266,0.948242188,0.004394531,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_014,ROI_014,ROI_026,ROI_026,0.03370236,0.102720424
017__039,17,39,13,0.068630603,0.046840746,0.074488141,3.322020869,0.006087362,11,2,0,0.921362814,0.004394531,0.002197266,0.994384766,0.004394531,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_017,ROI_017,ROI_039,ROI_039,0.031046111,0.108889125
001__014,1,14,13,0.065637256,0.047700703,0.07255781,3.261654322,0.006807727,11,2,0,0.904620146,0.004394531,0.002197266,0.996337891,0.004394531,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_001,ROI_001,ROI_014,ROI_014,0.029458043,0.1047897
028__060,28,60,13,0.055952186,0.069239672,0.055885171,3.609874874,0.003580444,11,2,0,1.00119915,0.004394531,0.002197266,0.974121094,0.004394531,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_028,ROI_028,ROI_060,ROI_060,0.026706236,0.085344059
004__014,4,14,13,0.05570129,0.068616277,0.053188388,3.775896651,0.002643253,9,4,0,1.047245307,0.004394531,0.002197266,0.939941406,0.004394531,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_004,ROI_004,ROI_014,ROI_014,0.028141075,0.083468828
009__058,9,58,13,0.100542888,0.079200414,0.113724425,3.18764011,0.007809651,11,2,0,0.884092297,0.004638672,0.002319336,0.998291016,0.004638672,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_009,ROI_009,ROI_058,ROI_058,0.044516925,0.162490766
025__075,25,75,13,0.093718336,0.125160753,0.091377832,3.697901966,0.003047433,10,3,0,1.025613473,0.004638672,0.002319336,0.959228516,0.004638672,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_025,ROI_025,ROI_075,ROI_075,0.047095286,0.141443272
033__053,33,53,13,0.0856098,0.078208181,0.102200278,3.020251332,0.010657939,11,2,0,0.837667003,0.004638672,0.002319336,0.999511719,0.004638672,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_033,ROI_033,ROI_053,ROI_053,0.037481019,0.143714438
024__042,24,42,13,0.081367068,0.06361364,0.084769093,3.46085024,0.004709763,11,2,0,0.959867154,0.004638672,0.002319336,0.988037109,0.004638672,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_024,ROI_024,ROI_042,ROI_042,0.038495971,0.12696227
007__056,7,56,13,0.078578675,0.087656679,0.075913284,3.73214581,0.002862695,11,2,0,1.035111007,0.004638672,0.002319336,0.949951172,0.004638672,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_007,ROI_007,ROI_056,ROI_056,0.037925117,0.116939188
039__081,39,81,13,0.066172019,0.032711573,0.077360645,3.084082455,0.009465839,10,3,0,0.855370572,0.004638672,0.002319336,0.999511719,0.004638672,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_039,ROI_039,ROI_081,ROI_081,0.027626389,0.107971029
053__095,53,95,13,0.066016004,0.059729494,0.071664718,3.321356645,0.006094853,12,1,0,0.921178591,0.004638672,0.002319336,0.994384766,0.004638672,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_053,ROI_053,ROI_095,ROI_095,0.029926146,0.104193995
021__060,21,60,13,0.065421323,0.049716161,0.078255667,3.0142218,0.010778036,11,2,0,0.835994712,0.004638672,0.002319336,0.999511719,0.004638672,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_021,ROI_021,ROI_060,ROI_060,0.027037771,0.107305469
006__013,6,13,13,0.065101977,0.08645672,0.062339439,3.765329314,0.002694623,11,2,0,1.044314455,0.004638672,0.002319336,0.942626953,0.004638672,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_006,ROI_006,ROI_013,ROI_013,0.032192618,0.096786738
014__021,14,21,13,0.062637181,0.058437746,0.060824682,3.712992138,0.002964564,10,3,0,1.029798734,0.004638672,0.002319336,0.956054688,0.004638672,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_014,ROI_014,ROI_021,ROI_021,0.030522344,0.093898189
009__075,9,75,13,0.093962104,0.128330278,0.08247297,4.10783296,0.001451883,10,3,0,1.139307874,0.004882813,0.002441406,0.82421875,0.004882813,0.149677998,0.149677998,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_009,ROI_009,ROI_075,ROI_075,0.050569442,0.136488749
058__064,58,64,13,0.092102451,0.093388104,0.09925605,3.345691343,0.00582641,11,2,0,0.927927822,0.004882813,0.002441406,0.993408203,0.004882813,0.149677998,0.149677998,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_058,ROI_058,ROI_064,ROI_064,0.041809508,0.145293346
053__061,53,61,13,0.086504287,0.071643515,0.089527041,3.483814945,0.004514511,10,3,0,0.966236417,0.004882813,0.002441406,0.985595703,0.004882813,0.149677998,0.149677998,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_053,ROI_053,ROI_061,ROI_061,0.041405573,0.134021035
096__102,96,102,13,0.083486041,0.088100846,0.083378266,3.610211838,0.003578231,11,2,0,1.001292608,0.004882813,0.002441406,0.974121094,0.004882813,0.149677998,0.149677998,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_096,ROI_096,ROI_102,ROI_102,0.039782387,0.126525076
048__098,48,98,13,0.079936034,0.078125237,0.083843188,3.437529928,0.004916838,10,3,0,0.953399263,0.004882813,0.002441406,0.989746094,0.004882813,0.149677998,0.149677998,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_048,ROI_048,ROI_098,ROI_098,0.036758731,0.123965029
004__013,4,13,13,0.079499079,0.068474024,0.076895902,3.727610948,0.002886485,11,2,0,1.033853262,0.004882813,0.002441406,0.952880859,0.004882813,0.149677998,0.149677998,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_004,ROI_004,ROI_013,ROI_013,0.038560228,0.118842523
041__080,41,80,13,0.07918793,0.09158715,0.081235276,3.514681731,0.004264983,10,3,0,0.974797323,0.004882813,0.002441406,0.983886719,0.004882813,0.149677998,0.149677998,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_041,ROI_041,ROI_080,ROI_080,0.037007686,0.121819704
063__080,63,80,13,0.07756673,0.077720989,0.086309017,3.240343023,0.007082131,10,3,0,0.898709455,0.004882813,0.002441406,0.996826172,0.004882813,0.149677998,0.149677998,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_063,ROI_063,ROI_080,ROI_080,0.035075,0.124781131
056__081,56,81,13,0.058480748,0.06533808,0.057281434,3.681041531,0.003142836,11,2,0,1.02093723,0.004882813,0.002441406,0.962158203,0.004882813,0.149677998,0.149677998,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_056,ROI_056,ROI_081,ROI_081,0.027834602,0.08724144
013__031,13,31,13,0.07713916,0.065378326,0.082197552,3.383667619,0.005431207,10,3,0,0.938460546,0.005126953,0.002563477,0.991210938,0.005126953,0.152224875,0.152224875,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_013,ROI_013,ROI_031,ROI_031,0.035728884,0.120787272
014__062,14,62,13,0.073756807,0.060952913,0.080982096,3.283861029,0.006533211,11,2,0,0.910779178,0.005126953,0.002563477,0.995361328,0.005126953,0.152224875,0.152224875,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_014,ROI_014,ROI_062,ROI_062,0.033127585,0.117693346
012__016,12,16,13,0.070558424,0.092954768,0.072284643,3.519447653,0.004227727,11,2,0,0.976119152,0.005126953,0.002563477,0.983398438,0.005126953,0.152224875,0.152224875,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_012,ROI_012,ROI_016,ROI_016,0.0325733,0.108131524
027__047,27,47,13,0.064036954,0.047294735,0.069453133,3.324378807,0.006060845,11,2,0,0.922016788,0.005126953,0.002563477,0.994384766,0.005126953,0.152224875,0.152224875,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_027,ROI_027,ROI_047,ROI_047,0.029692464,0.101263185
019__066,19,66,13,0.063048205,0.069107241,0.059459017,3.823196992,0.002425354,11,2,0,1.060364061,0.005126953,0.002563477,0.927734375,0.005126953,0.152224875,0.152224875,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_019,ROI_019,ROI_066,ROI_066,0.029052923,0.090802768
022__060,22,60,13,0.061777979,0.047343354,0.077423324,2.876958274,0.013908936,11,2,0,0.797924659,0.005126953,0.002563477,1,0.005126953,0.152224875,0.152224875,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_022,ROI_022,ROI_060,ROI_060,0.024553122,0.105693817
014__059,14,59,13,0.080781939,0.063844423,0.084801327,3.434656462,0.004942986,11,2,0,0.952602307,0.005371094,0.002685547,0.989746094,0.005371094,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_014,ROI_014,ROI_059,ROI_059,0.037161498,0.125747102
019__060,19,60,13,0.078728855,0.047560837,0.094818545,2.993727894,0.011196444,10,3,0,0.830310725,0.005371094,0.002685547,0.999755859,0.005371094,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_019,ROI_019,ROI_060,ROI_060,0.032010619,0.13063561
014__080,14,80,13,0.078309418,0.066627701,0.080367547,3.51321687,0.004276501,11,2,0,0.974391044,0.005371094,0.002685547,0.984130859,0.005371094,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_014,ROI_014,ROI_080,ROI_080,0.036362968,0.120324773
040__084,40,84,13,0.068729752,0.084556519,0.068137688,3.636880731,0.003407478,10,3,0,1.008689227,0.005371094,0.002685547,0.971191406,0.005371094,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_040,ROI_040,ROI_084,ROI_084,0.03233296,0.103480675
002__056,2,56,13,0.068271451,0.065069225,0.068838002,3.575876867,0.003811023,12,1,0,0.9917698,0.005371094,0.002685547,0.976806641,0.005371094,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_002,ROI_002,ROI_056,ROI_056,0.03152439,0.103007455
059__092,59,92,13,0.057942418,0.05362779,0.060543951,3.450623186,0.00479946,12,1,0,0.957030679,0.005371094,0.002685547,0.988525391,0.005371094,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_059,ROI_059,ROI_092,ROI_092,0.025773064,0.090119963
012__019,12,19,13,0.057093914,0.03517349,0.069184962,2.975430373,0.011583702,11,2,0,0.825235906,0.005371094,0.002685547,0.999755859,0.005371094,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_012,ROI_012,ROI_019,ROI_019,0.02400356,0.095356638
050__056,50,56,13,0.08847733,0.085024878,0.103242413,3.08990793,0.009363936,12,1,0,0.856986268,0.005615234,0.002807617,0.999511719,0.005615234,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_050,ROI_050,ROI_056,ROI_056,0.037695197,0.145556404
058__103,58,103,13,0.084100587,0.056688507,0.098167484,3.088894286,0.009381588,11,2,0,0.856705133,0.005615234,0.002807617,0.999511719,0.005615234,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_058,ROI_058,ROI_103,ROI_103,0.036096747,0.137833478
066__092,66,92,13,0.080268693,0.091291811,0.082072528,3.52630651,0.004174691,11,2,0,0.978021457,0.005615234,0.002807617,0.982910156,0.005615234,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_066,ROI_066,ROI_092,ROI_092,0.035570852,0.122252574
057__091,57,91,13,0.077176405,0.062904709,0.088964699,3.127796627,0.008727503,10,3,0,0.867494701,0.005615234,0.002807617,0.999511719,0.005615234,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_057,ROI_057,ROI_091,ROI_091,0.033668931,0.126156307
060__063,60,63,13,0.07502142,0.073000151,0.083067592,3.256306927,0.006875554,11,2,0,0.903137046,0.005615234,0.002807617,0.996337891,0.005615234,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_060,ROI_060,ROI_063,ROI_063,0.032569618,0.120232534
038__063,38,63,13,0.070175101,0.079831719,0.071785332,3.524674456,0.004187249,9,4,0,0.977568806,0.005615234,0.002807617,0.982910156,0.005615234,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_038,ROI_038,ROI_063,ROI_063,0.031903288,0.10841087
031__038,31,38,13,0.069096934,0.066426805,0.069567896,3.581142346,0.003774343,11,2,0,0.993230181,0.005615234,0.002807617,0.976318359,0.005615234,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_031,ROI_031,ROI_038,ROI_038,0.03239979,0.104606702
057__081,57,81,13,0.066600815,0.057671447,0.080754534,2.973612022,0.01162291,10,3,0,0.824731586,0.005615234,0.002807617,0.999755859,0.005615234,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_057,ROI_057,ROI_081,ROI_081,0.027563272,0.112415839
076__098,76,98,13,0.064611396,0.049934912,0.0713352,3.26570471,0.006756802,11,2,0,0.905743522,0.005615234,0.002807617,0.99609375,0.005615234,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_076,ROI_076,ROI_098,ROI_098,0.028100276,0.10298861
075__094,75,94,13,0.1049461,0.089607818,0.104279338,3.628605152,0.003459553,12,1,0,1.006393995,0.005859375,0.002929688,0.971923828,0.005859375,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_075,ROI_075,ROI_094,ROI_094,0.048718884,0.158449274
013__056,13,56,13,0.095431594,0.110539538,0.091213339,3.772293682,0.002660654,10,3,0,1.046246023,0.005859375,0.002929688,0.940917969,0.005859375,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_013,ROI_013,ROI_056,ROI_056,0.047309728,0.14165817
052__071,52,71,13,0.08669954,0.050825244,0.100783152,3.101705303,0.009160927,10,3,0,0.86025827,0.005859375,0.002929688,0.999511719,0.005859375,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_052,ROI_052,ROI_071,ROI_071,0.037193509,0.141584207
013__099,13,99,13,0.083320111,0.09018554,0.085536736,3.512115925,0.004285179,11,2,0,0.974085696,0.005859375,0.002929688,0.984130859,0.005859375,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_013,ROI_013,ROI_099,ROI_099,0.037365454,0.126640802
009__066,9,66,13,0.075202931,0.046781186,0.082608395,3.282330129,0.006551772,11,2,0,0.910354583,0.005859375,0.002929688,0.995361328,0.005859375,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_009,ROI_009,ROI_066,ROI_066,0.033074483,0.119463593
004__091,4,91,13,0.073409897,0.058692316,0.08596864,3.078833709,0.009558606,11,2,0,0.853914831,0.005859375,0.002929688,0.999511719,0.005859375,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_004,ROI_004,ROI_091,ROI_091,0.03012375,0.119741842
015__053,15,53,13,0.072197474,0.053167886,0.076218944,3.415314855,0.005122707,10,3,0,0.94723791,0.005859375,0.002929688,0.990234375,0.005859375,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_015,ROI_015,ROI_053,ROI_053,0.033032734,0.112359586
028__075,28,75,13,0.06261691,0.068316763,0.069840151,3.232645939,0.007183961,10,3,0,0.896574668,0.005859375,0.002929688,0.996826172,0.005859375,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_028,ROI_028,ROI_075,ROI_075,0.027516751,0.100271262
006__025,6,25,13,0.060383392,0.081332788,0.0604307,3.602728683,0.003627698,11,2,0,0.999217154,0.005859375,0.002929688,0.974365234,0.005859375,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_006,ROI_006,ROI_025,ROI_025,0.027760729,0.090083213
056__060,56,60,13,0.094445225,0.079230883,0.102556851,3.320374003,0.006105953,12,1,0,0.920906055,0.006103516,0.003051758,0.994384766,0.006103516,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_056,ROI_056,ROI_060,ROI_060,0.040918319,0.147463979
057__075,57,75,13,0.090812744,0.097419235,0.098837448,3.31281323,0.006192041,10,3,0,0.918809074,0.006103516,0.003051758,0.994873047,0.006103516,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_057,ROI_057,ROI_075,ROI_075,0.041023023,0.144157016
060__100,60,100,13,0.077229668,0.088431581,0.08692261,3.203487883,0.007583295,10,3,0,0.888487679,0.006103516,0.003051758,0.998046875,0.006103516,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_060,ROI_060,ROI_100,ROI_100,0.033217763,0.12422655
042__053,42,53,13,0.072469773,0.047621229,0.086601443,3.017195485,0.010718637,11,2,0,0.836819464,0.006103516,0.003051758,0.999511719,0.006103516,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_042,ROI_042,ROI_053,ROI_053,0.029758819,0.119823135
004__062,4,62,13,0.071838356,0.060282212,0.080580225,3.214397526,0.007431325,10,3,0,0.891513469,0.006103516,0.003051758,0.997802734,0.006103516,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_004,ROI_004,ROI_062,ROI_062,0.031340502,0.114533091
009__098,9,98,13,0.071613493,0.052699066,0.073614706,3.507534515,0.004321482,12,1,0,0.972815042,0.006103516,0.003051758,0.984375,0.006103516,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_009,ROI_009,ROI_098,ROI_098,0.031868943,0.108941165
036__074,36,74,13,0.062903754,0.052930447,0.087299315,2.59798958,0.023312133,11,2,0,0.720552665,0.006103516,0.003051758,1,0.006103516,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_036,ROI_036,ROI_074,ROI_074,0.02378715,0.113569489
